Startup Name,Link,Country,Category,Social Links,Pitch
Innovatology,https://websummit.com/appearances/lis24/439f9c30-4af5-45d8-a6f6-14600b44bbb3/innovatology,Belgium,Education,"{'linkedin': 'https://www.linkedin.com/company', 'com/innovatology': 'https://instagram.com/innovatology', 'com/innovatologyai?s=21': 'https://x.com/innovatologyai?s=21', 'facebook': 'https://www.facebook.com/InnovatologyCommunity', 'ai/': 'https://innovatology.ai/'}","Demystifying tech for personal growth and innovation. Learn, connect, and thrive in the digital age with our expert-led courses & community"
Inntelo AI,https://websummit.com/appearances/lis24/67619051-e1f7-40cb-a086-e0184f662d1f/inntelo-ai,United Kingdom,Travel & hospitality,"{'linkedin': 'https://www.linkedin.com/company/inntelo', 'crunchbase': 'https://www.crunchbase.com/organization/inntelo-ai', 'com/inntelo': 'https://x.com/inntelo', 'facebook': 'https://www.facebook.com/inntelo', 'inntelo': 'https://www.inntelo.com'}","Inntelo AI harnesses the power of Conversational AI to transform hotel communications, automating guest interactions through WhatsApp."
Innzpira,https://websummit.com/appearances/lis24/2e502930-8abf-4dd1-9ae6-72c22f2a8b89/innzpira,Spain,HR & recruitment,"{'linkedin': 'https://www.linkedin.com/company/innzpira', 'crunchbase': 'https://www.crunchbase.com/organization/innzpira-llc', 'com/innzpira': 'https://instagram.com/innzpira', 'innzpira': 'https://www.innzpira.com'}","Innzpira accelerates selection and training with AI and predictive psychology, delivering real-time analytics for smarter decisions."
Inowattio,https://websummit.com/appearances/lis24/6369c7a5-f395-4e25-a073-482bf1876a0a/inowattio,Romania,Energy & utilities,"{'linkedin': 'https://www.linkedin.com/company/inowattio', 'facebook': 'https://www.facebook.com/inowattio', 'com/en': 'https://inowattio.com/en'}","Inowattio empowers energy communities with blockchain, IoT, and AI-driven solutions for sustainable, decentralized energy management."
Inpeace App,https://websummit.com/appearances/lis24/0668d48b-1628-4a07-8b6e-2af1afa1898d/inpeace-app,Brazil,SaaS,"{'linkedin': 'https://www.linkedin.com/company/inpeace-app/mycompany', 'com/inpeace': 'https://instagram.com/inpeace.app', 'facebook': 'https://www.facebook.com/inpeaceapp', 'com': 'http://inpeaceapp.com'}","Inpeace is a complete church management platform, simplifying operations and offering a personalized app to keep members connected daily"
InSight by Developico,https://websummit.com/appearances/lis24/f4907a0e-90b5-45db-9bf3-0cb751ecbcbb/insight-by-developico,Serbia,Data & analytics,"{'linkedin': 'https://www.linkedin.com/company/developico', 'rs': 'https://InSight.rs'}","Enabling insight into IP network events, we empower users with software for threat recognition, business analytics and service continuity."
Insight Digital,https://websummit.com/appearances/lis24/3123f9b0-d060-4546-8026-0fbb15744ba4/insight-digital,Portugal,Telecommunications & IT,"{'linkedin': 'https://www.linkedin.com/company/insightdigitalpt', 'com/insightdigital_pt': 'https://instagram.com/insightdigital_pt', 'com/Insight_Europa': 'https://x.com/Insight_Europa', 'facebook': 'https://www.facebook.com/insightdigitaleuropa', 'insightdigital': 'https://www.insightdigital.pt'}","We uses Wi-Fi to collect ""Zero Party Data"", integrate it with CRM, and personalize the experience and impact the customer in-store."
Insight Solutions SA,https://websummit.com/appearances/lis24/f19847ed-0847-4261-818b-f0c0bb12da39/insight-solutions-sa,Morocco,"Hardware, robotics & IoT","{'linkedin': 'https://www.linkedin.com/company/insight-solutions-morocco', 'com/INSIGHTSOLSA': 'https://x.com/INSIGHTSOLSA', 'ma/': 'https://insightsolutions.ma/'}","Hardware is no longer hard. We provide atoms that make smart bits come true, simplifying sensor deployment and data management"
Insightify,https://websummit.com/appearances/lis24/06bbc9cd-28e3-4ea7-9988-d1f92d8d8bd7/insightify,United Kingdom,"Advertising, content & marketing","{'digital': 'https://twentytwo.digital', 'digital/': 'https://insightify.digital/'}",Insightify is a rich and immersive online data capture and recommendation tool that gamifies customer surveys and online buying experiences
inSignals Neurotech,https://websummit.com/appearances/lis24/01309537-960f-47aa-87c6-6a989fc3be23/insignals-neurotech,Portugal,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/insignals-neurotech', 'com/': 'https://insignals-neurotech.com/'}","A digital solution for the holistic management of Parkinson's Disease, improving the effectiveness of therapies."
INSPO Experts,https://websummit.com/appearances/lis24/2ad0a8e6-a38e-42dc-b468-8d5f71da4921/inspo-experts,United Kingdom,Social media & networking,"{'linkedin': 'https://www.linkedin.com/company/inspoexperts', 'expert': 'https://inspo.expert'}","INSPO is a social network that allows professionals to develop, share, and monetise their thought leadership portfolios."
Instalent,https://websummit.com/appearances/lis24/578c4bf0-4e54-4e72-b909-bf3535c6e3fc/instalent,United Kingdom,AI & machine learning,"{'com/company/instalent-io': 'https://linkedin.com/company/instalent-io', 'io/': 'https://instalent.io/'}","We redefine the tech recruitment with AI-driven, one-day hiring and smart career coaching, empowering businesses and tech talents to thrive."
Institute of Relational Being,https://websummit.com/appearances/lis24/ea987b46-79a5-4cd8-b862-4a214080603d/institute-of-relational-being,United States,Sustainability & cleantech,{'instituteofrelationalbeing': 'https://www.instituteofrelationalbeing.org'},"IRB offers platforms, frameworks, and experiences that empower us to cultivate richer relationships with the rest of the living world."
Intara,https://websummit.com/appearances/lis24/b4c68096-57dd-44c6-acb0-3f7a18c1f0db/intara,United States,"Advertising, content & marketing","{'linkedin': 'https://www.linkedin.com/company/intara', 'intara': 'https://www.intara.io'}",We help enterprises and startups develop a data-driven game plan to dominate in search
Intelswift,https://websummit.com/appearances/lis24/d62ef236-8a1f-4a0e-8125-ac6265e4fd90/intelswift,Estonia,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/intelswift', 'crunchbase': 'https://www.crunchbase.com/organization/intelswift', 'com': 'https://intelswift.com'}","AI customer service automation platform. Empower your business with AI Agents, Live Chat, AI Copilot, and Smart Analytics."
Intempt Technologies,https://websummit.com/appearances/lis24/db12f776-12c1-4b43-91c2-3cdd4463b4ee/intempt-technologies,United States,SaaS,"{'com/company/intempt-technologies': 'https://wellfound.com/company/intempt-technologies', 'linkedin': 'https://www.linkedin.com/company/intempt', 'crunchbase': 'https://www.crunchbase.com/organization/intempt-technologies', 'com/intempt': 'https://x.com/intempt', 'intempt': 'https://www.intempt.com'}",How you engage customers matters! Intempt maximizes engagement for modern marketing teams. Ask us about our Web Summit special!
InteractionUP,https://websummit.com/appearances/lis24/f69e54d8-b156-468a-8d58-5801fe4b65c6/interactionup,Slovakia,SaaS,"{'linkedin': 'https://www.linkedin.com/company/interactionup', 'com': 'https://interactionup.com', 'interactionup': 'https://web.interactionup.com'}",Audience Engagement SaaS. Elevate your SPORT EVENT to new levels! Let's discuss how!
InterestedIn,https://websummit.com/appearances/lis24/062ff4bc-ce14-4839-acd2-cb91d14adea2/interestedin,United Kingdom,HR & recruitment,"{'com/interestedinio': 'https://x.com/interestedinio', 'io': 'https://interestedin.io'}","Connecting People with Organisations, Products and Opportunities"
Interpretica,https://websummit.com/appearances/lis24/2cadad72-b81b-423a-ba50-55f791b08cab/interpretica,Portugal,Security,"{'linkedin': 'https://www.linkedin.com/company/interpretica', 'crunchbase': 'https://www.crunchbase.com/organization/interpretica', 'com/interpretica': 'https://twitter.com/interpretica', 'io': 'https://interpretica.io'}",Analyzing complete software packages for defects with architecture compliance checks and cross-application contracts
Into Reality SL,https://websummit.com/appearances/lis24/0f776e86-cde2-43c8-9d9e-d7e0533ac973/into-reality-sl,Spain,SaaS,"{'linkedin': 'https://www.linkedin.com/company/into-reality-sl', 'tv': 'https://intoreality.tv', 'tv/': 'https://intoreality.tv/'}","Into Reality is own interactive web-based player, manages to integrate traditional 2D audiovisual content and the new experiences of virtual"
InTrends,https://websummit.com/appearances/lis24/1f51df5e-804b-4090-8baa-0039481e7b9a/intrends,Serbia,Data & analytics,"{'linkedin': 'https://www.linkedin.com/company/intrends-me', 'crunchbase': 'https://www.crunchbase.com/organization/intrends', 'intrends': 'https://www.intrends.me/'}","InTrends: AI-powered, real-time trend insights at your fingertips. Stay ahead with data-driven decisions and a competitive edge."
Intrepid Fox,https://websummit.com/appearances/lis24/0cf4f58f-c66f-4b09-947b-b7c89ac91513/intrepid-fox,United Kingdom,Fintech & financial services,"{'linkedin': 'https://www.linkedin.com/company/intrepid-fox-ai', 'intrepidfox': 'https://www.intrepidfox.tech/'}","KYB 10x faster. We automate document collection (UBO, corporate structure etc.) and complete it in minutes, instead of days."
Intrflex,https://websummit.com/appearances/lis24/b04a36e2-d9e7-475a-af07-ea73f63f3dc2/intrflex,United Kingdom,SaaS,"{'linkedin': 'https://www.linkedin.com/company/intrflex', 'crunchbase': 'https://www.crunchbase.com/organization/intrflex', 'com/intrflexsoftware': 'https://instagram.com/intrflexsoftware', 'com/intrflex': 'https://x.com/intrflex', 'facebook': 'https://www.facebook.com/intrflex', 'com': 'https://intrflex.com'}","Streamline field service management with job tracking, CRM, invoicing and GPS in our all in one platform"
Intuitivo,https://websummit.com/appearances/lis24/c155973d-e400-4dfe-a18d-9aeb6f445a46/intuitivo,Portugal,Education,"{'linkedin': 'https://www.linkedin.com/company/intuitivo-edu', 'crunchbase': 'https://www.crunchbase.com/organization/intuitivo', 'com/intuitivo': 'https://instagram.com/intuitivo.pt', 'facebook': 'https://www.facebook.com/intuitivo.pt', 'pt/en': 'https://intuitivo.pt/en'}","All-in-one digital assessment platform, already improving the productivity of >35,000 teachers and the education of >300,000 students."
Intuos srl,https://websummit.com/appearances/lis24/262ed687-9df5-42b6-8efc-5b1c1765e3b2/intuos-srl,Italy,SaaS,"{'linkedin': 'https://www.linkedin.com/company/intuos-srl', 'crunchbase': 'https://www.crunchbase.com/organization/intuos', 'com/intuos': 'https://instagram.com/intuos.it', 'facebook': 'https://www.facebook.com/Intuos.aviation', 'it/': 'https://intuos.it/'}",AI-IoT powered Saas platform to increase safety and efficiency in aircraft management
InvestBay,https://websummit.com/appearances/lis24/f290c28e-7112-4176-bda1-916ecd330dbf/investbay,Czechia,Fintech & financial services,"{'linkedin': 'https://www.linkedin.com/company/investbay', 'com/investbaycom': 'https://instagram.com/investbaycom', 'investbay': 'https://www.investbay.com'}",Empowering Financial Institutions with Tokenized Real World Asset Services
Investment Analytics,https://websummit.com/appearances/lis24/3948fa51-457a-41be-8f94-88a41c8df3a2/investment-analytics,Switzerland,Fintech & financial services,{'investmentanalytics': 'https://www.investmentanalytics.tech/'},"Enhance your Investments: Automate equity research, craft tailored portfolios, and unlock actionable insights effortlessly."
INVICSA Airtech SL,https://websummit.com/appearances/lis24/9cba1281-d7de-487c-a7ef-a6ca41638052/invicsa-airtech-sl,Spain,"Hardware, robotics & IoT","{'linkedin': 'https://www.linkedin.com/company/invicsaairtech', 'com/invicsa_airtech': 'https://instagram.com/invicsa_airtech', 'com/en/': 'https://invicsa-airtech.com/en/'}","Innovation based on UAS, conectivity and Artificial Inteligence"
InvoiceQ,https://websummit.com/appearances/lis24/723a1b5a-4b69-4094-b4ea-8df6ab002f61/invoiceq,Jordan,Fintech & financial services,"{'linkedin': 'https://www.linkedin.com/company/invoiceqsystem', 'crunchbase': 'https://www.crunchbase.com/organization/invoiceq', 'com/invoiceqsystem': 'https://instagram.com/invoiceqsystem', 'com/InvoiceQsystem': 'https://twitter.com/InvoiceQsystem', 'facebook': 'https://www.facebook.com/InvoiceQsystem', 'invoiceq': 'https://www.invoiceq.com'}",InvoiceQ is a SaaS-based e-invoicing Platform compliant with e-invoicing government regulations that can be integrated with ERP systems.
inXsta,https://websummit.com/appearances/lis24/dd7c6f80-f691-4ca3-bd7a-c8a6f65986e4/inxsta,Germany,Fintech & financial services,"{'linkedin': 'https://www.linkedin.com/company/inxsta', 'inxsta': 'https://www.inxsta.io/'}","Revolutionizing startup investments, one match at a time. inXsta connects startups and investors in a seamless, intuitive platform."
IO Leak Data Monitor,https://websummit.com/appearances/lis24/8ae9cca8-1627-4d4b-9a03-d5cafe13e4dd/io-leak-data-monitor,United Kingdom,Security,"{'linkedin': 'https://www.linkedin.com/company/io-leak-data-monitor', 'com/ioleakdatamonitor': 'https://instagram.com/ioleakdatamonitor', 'com': 'https://ioleadm.com', 'com/': 'https://ioleakdm.com/'}",Is your company at risk of a data breach? Identify vulnerabilities and prevent data leaks. Discover your Data Leak Risk Score today!
IOPARK,https://websummit.com/appearances/lis24/1cb9ed41-5450-42e6-b280-6cdcba17cdaa/iopark,Spain,Proptech & real estate,"{'linkedin': 'https://www.linkedin.com/company/iopark', 'com/_iopark_': 'https://instagram.com/_iopark_', 'facebook': 'https://www.facebook.com/ioparkbyiosafe', 'iopark': 'https://www.iopark.es/'}","IO Safe is a leading company within the spanish Proptech Sector, offering exclusive and innovative IoT devices for Smart Communities."
IPLEXMED,https://websummit.com/appearances/lis24/137b5b12-e483-49a1-9e1e-a68c7008187b/iplexmed,Portugal,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/iplexmed', 'com/iplexmed': 'https://x.com/iplexmed', 'facebook': 'https://www.facebook.com/IPLEXMED', 'iplexmed': 'https://www.iplexmed.com'}","Point-of-care and at-home digital platform for accurate, fast & non-invasive diagnosis of clinical and resistant respiratory infections"
IPlumVPN B.V.,https://websummit.com/appearances/lis24/e3e57120-7800-4669-a4e5-374471a8a0fa/iplumvpn-b.v.,Netherlands,Telecommunications & IT,"{'linkedin': 'https://www.linkedin.com/in/pedja-jerinic-8a13b2198?originalSubdomain=nl', 'com/keepyourhomeip': 'https://instagram.com/keepyourhomeip', 'com': 'https://keepyourhomeip.com'}","Own your VPN and enjoy the freedom to work from anywhere, anytime, using your residential IP address on the go."
IQ Biozoom,https://websummit.com/appearances/lis24/5063aff1-671a-4b51-ad80-09a21c0c0317/iq-biozoom,Poland,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/iq-biozoom', 'crunchbase': 'https://www.crunchbase.com/organization/iq-biozoom', 'com/IQBiozoom': 'https://x.com/IQBiozoom', 'com': 'https://iqbiozoom.com'}","Transforming diagnostics with rapid, accurate, non-invasive saliva testing for smarter, healthier lives"
IRBI,https://websummit.com/appearances/lis24/fee05c47-c630-462d-9324-7237a8981d28/irbi,United States,"Advertising, content & marketing","{'linkedin': 'https://www.linkedin.com/company/irbicom', 'crunchbase': 'https://www.crunchbase.com/organization/irbi', 'com/irbi_com': 'https://x.com/irbi_com', 'facebook': 'https://www.facebook.com/61559926033826', 'ai': 'https://irbi.ai'}",High-System media operator in E-Commerce combining all market data with dynamic animated tools that simplify the process of purchasing goods
